speed,heading_error,checkpoint_distance,ray_0_front,ray_1_+45,ray_2_+90,ray_3_+135,ray_4_back,ray_5_-135,ray_6_-90,ray_7_-45,ground_friction,throttle,steering
15.3470,-0.2873,13.3148,6.1281,4.9789,5.8778,10.0212,48.1281,50.0000,50.0000,13.8968,0.8000,1.0000,1.0000
15.3732,-0.2212,12.5775,6.1731,5.0430,6.0137,9.7906,37.7314,50.0000,50.0000,15.3296,0.7000,1.0000,1.0000
15.1189,-0.1735,11.8479,6.2488,5.1017,6.2524,9.8821,31.9581,50.0000,50.0000,16.7388,0.7000,1.0000,1.0000
15.0085,-0.1247,11.1312,6.2758,5.0735,6.4605,10.0267,27.7055,50.0000,50.0000,18.7980,0.7000,1.0000,1.0000
14.7571,-0.0788,10.4225,6.3188,5.0903,6.6685,10.2805,24.8002,50.0000,50.0000,21.6964,0.7000,1.0000,1.0000
14.5879,-0.0341,9.7253,6.4049,5.0262,6.8175,10.6716,22.7172,50.0000,50.0000,26.3249,0.7000,1.0000,1.0000
14.3648,0.0086,9.0367,6.4552,4.9740,6.8650,11.2189,21.2685,50.0000,50.0000,34.5936,0.7000,1.0000,1.0000
14.1975,-0.0001,8.3589,6.2850,4.9093,7.2664,12.1839,21.6401,50.0000,50.0000,36.5938,0.7000,1.0000,0.0000
14.0488,-0.2237,39.8207,6.0096,4.8475,7.7944,13.4383,22.8074,50.0000,50.0000,32.7401,0.8000,1.0000,0.0000
14.0098,-0.2418,39.2121,5.7952,4.8569,8.9008,14.9408,24.1824,50.0000,50.0000,28.8127,0.8000,1.0000,0.0000
14.1483,-0.2568,38.5945,5.5143,4.7679,10.0701,16.4664,25.4256,50.0000,50.0000,25.5328,0.8000,1.0000,0.0000
14.1518,-0.2743,37.9693,5.2825,4.7307,42.8030,18.1869,26.8596,50.0000,50.0000,22.3593,0.8000,1.0000,0.0000
14.2215,-0.2900,37.3396,5.1173,4.6856,42.9451,20.1003,28.3011,50.0000,50.0000,19.9013,0.8000,1.0000,0.0000
13.9724,-0.3026,36.7038,5.0022,4.7340,43.1942,22.2747,29.7129,50.0000,50.0000,18.2069,0.8000,1.0000,1.0000
14.3512,-0.2410,36.0705,5.0985,4.6349,45.8951,27.7479,28.5160,50.0000,50.0000,26.7161,0.8000,1.0000,1.0000
14.3086,-0.1647,35.4185,5.0756,4.3007,49.8740,36.2679,27.3108,50.0000,50.0000,50.0000,0.8000,1.0000,1.0000
14.2914,-0.1030,34.7681,5.1680,4.2025,9.4242,36.6248,27.1192,50.0000,50.0000,50.0000,0.8000,1.0000,1.0000
14.3059,-0.0337,34.1126,5.3595,4.0871,7.6772,37.2173,27.2665,50.0000,50.0000,50.0000,0.9000,1.0000,1.0000
14.2610,0.0416,33.4481,5.6545,3.9917,6.6012,38.1170,27.8910,50.0000,50.0000,50.0000,0.8000,1.0000,1.0000
14.2146,0.1112,32.7787,6.0087,3.9269,5.8905,39.2720,29.1753,50.0000,50.0000,50.0000,0.8000,1.0000,1.0000
14.2066,0.1830,32.1029,6.4363,3.8539,5.2921,40.7726,31.2768,50.0000,50.0000,50.0000,0.8000,1.0000,1.0000
14.2306,0.2271,31.4254,6.8626,3.8583,5.0896,42.1069,33.9768,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
14.3072,0.2157,30.7310,6.5346,3.7413,4.9845,42.5299,35.5589,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
14.4617,0.2048,30.0256,6.2669,3.6627,4.9306,42.9752,37.1298,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
14.5422,0.1906,29.3104,6.0996,3.6537,5.0285,43.3736,38.6519,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
14.8371,0.1865,28.5792,5.9037,3.5433,4.8806,43.9733,40.3557,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
15.1802,0.1694,27.8313,5.6742,3.4842,4.8813,44.3588,41.6667,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
15.4926,0.1587,27.0648,5.5357,3.4539,4.8935,44.8742,43.1805,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
15.8529,0.1496,26.2798,5.4101,3.4016,4.8589,45.4367,44.6972,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
16.0364,0.1397,25.4760,5.3274,3.3805,4.8596,46.0000,46.2017,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
16.4660,0.1316,24.6579,5.2015,3.3258,4.7909,46.6104,47.7167,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
16.7873,0.1210,23.8213,5.1014,3.2892,4.7657,47.1892,49.1320,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
17.0698,0.1124,22.9713,5.0383,3.2641,4.7435,47.8142,50.0000,50.0000,50.0000,50.0000,1.0000,1.0000,-1.0000
17.3404,-0.0226,22.1049,4.3183,3.2539,5.6629,46.8574,49.7824,50.0000,50.0000,50.0000,1.2000,1.0000,-1.0000
17.5573,-0.1613,21.2284,3.8623,3.3252,7.7833,46.7873,50.0000,50.0000,50.0000,50.0000,1.2000,1.0000,-1.0000
17.6657,-0.2978,20.3423,3.5479,3.4509,50.0000,47.6128,50.0000,50.0000,50.0000,50.0000,1.2000,1.0000,-1.0000
17.7497,-0.3958,19.4504,3.3970,3.5945,50.0000,48.9673,50.0000,50.0000,50.0000,9.7094,1.2000,1.0000,0.0000
17.8334,-0.4073,18.5551,3.3903,3.5964,50.0000,49.7955,50.0000,50.0000,50.0000,9.6859,1.2000,1.0000,0.0000
17.7308,-0.4250,17.6612,3.4931,3.7311,50.0000,50.0000,50.0000,50.0000,50.0000,9.9617,1.2000,1.0000,0.0000
18.1865,-0.4301,16.7657,3.4907,3.6986,50.0000,50.0000,50.0000,50.0000,50.0000,10.4025,1.2000,1.0000,0.0000
18.0349,-0.4488,15.8564,3.4396,3.6617,50.0000,50.0000,50.0000,50.0000,50.0000,10.3148,1.2000,1.0000,0.0000
18.1868,-0.4655,14.9532,3.4573,3.6671,50.0000,50.0000,50.0000,50.0000,50.0000,10.6782,1.2000,1.0000,0.0000
18.2936,-0.4851,14.0500,3.4930,3.7075,50.0000,50.0000,50.0000,50.0000,50.0000,11.5380,1.2000,1.0000,0.0000
18.4082,-0.5062,13.1465,3.5339,3.7370,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,1.2000,1.0000,0.0000
18.4983,-0.5321,12.2453,3.5918,3.7853,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,1.2000,1.0000,0.0000
18.6469,-0.5604,11.3478,3.6576,3.8398,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,1.2000,1.0000,0.0000
18.7372,-0.5959,10.4558,3.7419,3.8894,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,1.2000,1.0000,0.0000
18.8420,-0.6379,9.5744,3.8551,4.0010,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
19.0721,-0.6853,8.7040,3.9571,4.0345,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
19.2178,0.1707,36.4538,4.1029,4.1587,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
19.4581,0.1754,35.5570,4.3682,4.3422,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
19.5860,0.1859,34.6415,4.4816,4.3562,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
19.7826,0.1838,33.7201,4.7140,4.5001,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
19.7851,0.1890,32.7923,4.9950,4.6673,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
19.7925,0.1945,31.8643,5.3819,4.8073,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
19.8197,0.2017,30.9369,5.8336,5.0408,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
19.8888,0.2074,30.0076,6.4608,5.2384,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
19.8784,0.2102,29.0825,7.6673,5.6302,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
19.9414,0.2234,28.1555,9.6040,5.7683,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
19.5036,0.2214,27.2382,50.0000,6.2819,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
19.3102,0.2289,26.3329,50.0000,6.8538,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
19.4044,0.2396,25.4367,50.0000,7.4245,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
19.1438,0.2480,24.5439,50.0000,8.2659,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
18.5190,0.2357,23.6731,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
18.4293,0.2524,22.8278,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
18.3468,0.2699,21.9892,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
18.2708,0.2884,21.1575,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
17.6574,0.2801,20.3491,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
17.4069,0.3001,19.5566,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
17.1364,0.3034,18.7815,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
16.8235,0.3072,18.0297,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
16.8341,0.3304,17.2884,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
16.8461,0.3551,16.5518,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
16.4268,0.3317,15.8311,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.4000,1.0000,-1.0000
16.4215,0.2747,15.1252,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.4000,1.0000,-1.0000
16.3176,0.2245,14.4184,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.4000,1.0000,-1.0000
16.0210,0.1735,13.7162,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.4000,1.0000,0.0000
16.0704,0.1916,13.0242,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
16.0840,0.2251,12.3357,50.0000,50.0000,9.5083,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
15.7382,0.2409,11.6624,50.0000,50.0000,8.8906,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,1.0000
15.5496,0.3545,11.0029,50.0000,50.0000,8.7532,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,1.0000
15.4442,0.4738,10.3620,50.0000,50.0000,9.8866,8.1705,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,1.0000
15.3584,0.5917,9.7409,50.0000,50.0000,50.0000,6.8748,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,1.0000
15.2265,0.7106,9.1477,50.0000,50.0000,50.0000,6.4658,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,1.0000
15.3474,0.8490,8.5860,50.0000,50.0000,50.0000,6.0236,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,1.0000
15.1324,0.9836,8.0601,50.0000,50.0000,50.0000,5.7296,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,1.0000
15.0470,-0.1505,42.7344,50.0000,50.0000,50.0000,5.6029,7.6985,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
15.2579,-0.1016,42.0069,50.0000,50.0000,50.0000,5.5422,6.5040,50.0000,50.0000,50.0000,0.8000,1.0000,1.0000
15.4227,-0.0228,41.2682,50.0000,50.0000,50.0000,5.6666,5.6645,50.0000,50.0000,50.0000,0.8000,1.0000,1.0000
15.5201,-0.0011,40.5194,50.0000,50.0000,50.0000,5.6586,5.2457,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
15.6205,-0.0148,39.7656,50.0000,50.0000,50.0000,5.6869,5.1536,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
15.9027,-0.0198,38.9994,50.0000,49.8258,50.0000,5.4951,4.8885,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
16.0608,-0.0342,38.2195,50.0000,49.1571,50.0000,5.2410,4.6366,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
16.3685,-0.0413,37.4254,50.0000,48.4306,50.0000,5.1644,4.4656,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
16.5148,-0.0576,36.6168,50.0000,47.7709,50.0000,5.2356,4.5085,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
16.9679,-0.0623,35.7955,50.0000,47.0130,50.0000,5.3052,4.4975,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
17.3996,-0.0670,34.9511,50.0000,46.2398,50.0000,5.1156,4.2759,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
17.5976,-0.0719,34.0849,50.0000,45.4549,50.0000,4.8647,4.0157,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
17.8208,-0.0455,33.2091,50.0000,44.4639,50.0000,4.9858,3.9260,12.3323,50.0000,50.0000,0.9000,1.0000,1.0000
18.0885,0.0671,32.3201,50.0000,43.3147,50.0000,5.7136,3.7849,6.7488,50.0000,50.0000,0.9000,1.0000,1.0000
18.1726,0.1809,31.4174,50.0000,42.7776,50.0000,7.2165,3.7816,5.4202,50.0000,50.0000,0.9000,1.0000,0.0000
18.4882,0.1732,30.5069,50.0000,41.9824,50.0000,7.2665,3.7742,5.3600,50.0000,50.0000,1.0000,1.0000,0.0000
18.6267,0.1693,29.5758,50.0000,41.2012,50.0000,7.2716,3.7381,5.2224,50.0000,50.0000,0.9000,1.0000,0.0000
18.9392,0.1568,28.6384,50.0000,40.3899,50.0000,7.3911,3.8095,5.3462,50.0000,50.0000,0.9000,1.0000,0.0000
19.2416,0.1536,27.6845,50.0000,39.6130,50.0000,7.2316,3.7103,5.1501,50.0000,50.0000,0.9000,1.0000,0.0000
19.1606,0.1486,26.7183,50.0000,38.8333,50.0000,7.1714,3.6721,5.0667,50.0000,50.0000,0.9000,1.0000,0.0000
19.4618,0.1462,25.7508,50.0000,38.0665,49.2621,7.2491,3.6716,5.0341,50.0000,50.0000,0.9000,1.0000,0.0000
19.5160,0.1427,24.7712,50.0000,37.2971,48.3286,7.2470,3.6495,4.9838,50.0000,50.0000,0.9000,1.0000,0.0000
19.4977,0.1403,23.7883,49.9679,36.5373,47.3736,7.3741,3.6801,5.0027,50.0000,50.0000,0.8000,1.0000,0.0000
19.4048,0.1383,22.8086,47.9796,35.7882,46.4315,7.5402,3.7267,5.0468,50.0000,50.0000,0.8000,1.0000,0.0000
19.1933,0.1367,21.8327,46.0681,35.0505,45.4971,7.8606,3.8137,5.1679,50.0000,50.0000,0.8000,1.0000,0.0000
19.2971,0.1380,20.8649,44.1830,34.3293,44.4828,8.2169,3.8982,5.2473,50.0000,50.0000,0.8000,1.0000,0.0000
19.1878,0.1358,19.8952,42.1986,33.6031,43.6182,8.3194,3.9127,5.2777,50.0000,50.0000,0.8000,1.0000,0.0000
19.0505,0.1353,18.9318,40.3123,32.8913,42.7197,8.6451,3.9986,5.3951,50.0000,50.0000,0.8000,1.0000,0.0000
18.9986,0.1359,17.9730,38.4320,32.1893,41.8070,9.0509,4.0886,5.5155,50.0000,50.0000,0.8000,1.0000,0.0000
18.8830,0.1375,17.0169,36.5968,31.4962,40.8865,9.5585,4.1804,5.6684,50.0000,50.0000,0.8000,1.0000,0.0000
18.8379,0.1405,16.0668,34.8126,30.8132,39.9492,10.2196,4.3117,5.8416,50.0000,50.0000,0.8000,1.0000,0.0000
18.5728,0.1808,15.1191,33.4313,30.2613,37.8952,15.3261,4.5198,5.8357,50.0000,50.0000,0.8000,1.0000,1.0000
18.7001,0.2906,14.1824,33.5675,30.1785,34.4295,50.0000,4.8993,5.5765,50.0000,50.0000,0.8000,1.0000,1.0000
18.5417,0.4066,13.2421,35.1953,30.5070,31.7000,50.0000,5.2364,5.2339,50.0000,50.0000,0.8000,1.0000,1.0000
18.3440,0.5278,12.3155,40.1295,31.3320,29.6135,50.0000,5.9382,5.1822,50.0000,50.0000,0.8000,1.0000,1.0000
18.1906,0.6480,11.4017,50.0000,28.3218,28.1073,50.0000,6.9539,5.2134,50.0000,50.0000,0.8000,1.0000,1.0000
17.3836,0.7710,10.5023,50.0000,25.2019,27.0464,42.8127,8.8775,5.5289,15.5725,50.0000,0.8000,1.0000,1.0000
17.3890,0.8921,9.6493,50.0000,23.6260,26.3699,37.4804,13.8124,6.2288,11.9924,50.0000,0.8000,1.0000,1.0000
17.3752,0.9542,8.8126,50.0000,22.3063,25.8859,35.5593,19.6605,6.6445,12.2411,50.0000,0.8000,1.0000,0.0000
17.3892,-0.5264,40.7004,50.0000,20.7079,25.4197,34.9188,20.7479,6.7275,13.1133,50.0000,0.8000,1.0000,0.0000
17.4046,-0.4767,40.3051,50.0000,19.0084,25.0923,32.2948,50.0000,6.5313,10.7770,50.0000,0.9000,1.0000,1.0000
16.7464,-0.3711,39.9017,50.0000,18.9715,25.2065,29.0630,50.0000,7.2277,9.6891,50.0000,0.9000,1.0000,1.0000
16.6957,-0.2751,39.4789,50.0000,19.5931,21.7777,26.8930,50.0000,7.9669,9.1051,50.0000,0.9000,1.0000,1.0000
16.4812,-0.2146,39.0326,50.0000,20.4789,17.9085,25.6717,50.0000,8.8264,9.1590,50.0000,0.9000,1.0000,0.0000
16.3586,-0.2306,38.5632,50.0000,19.3913,16.3760,25.3850,50.0000,9.2697,9.8699,50.0000,0.9000,1.0000,0.0000
16.2982,-0.2433,38.0736,50.0000,18.5908,14.9926,25.1176,50.0000,9.8080,10.7714,50.0000,1.0000,1.0000,0.0000
16.4551,-0.1786,37.5562,50.0000,20.7896,13.0483,24.2682,48.3083,10.8925,10.7514,50.0000,1.0000,1.0000,1.0000
16.4161,-0.0770,37.0092,50.0000,29.8523,11.7377,23.5083,39.8134,13.2442,10.6151,50.0000,1.0000,1.0000,1.0000
16.5266,0.0295,36.4343,50.0000,50.0000,11.1290,23.1513,34.1306,19.2957,10.6262,50.0000,1.0000,1.0000,1.0000
16.3923,0.1307,35.8294,50.0000,50.0000,11.0216,15.6831,30.4739,50.0000,10.8556,50.0000,1.0000,1.0000,1.0000
16.2776,0.2329,35.1985,50.0000,50.0000,11.5446,11.3778,27.9315,50.0000,11.2433,29.5743,1.0000,1.0000,1.0000
16.1441,0.3399,34.5408,50.0000,50.0000,12.7871,9.5478,26.1350,50.0000,11.6629,21.7847,1.0000,1.0000,0.0000
16.0803,0.3159,33.8608,50.0000,50.0000,12.3648,8.9254,26.4752,50.0000,11.9637,24.2819,1.0000,1.0000,0.0000
16.0600,0.2963,33.1575,50.0000,50.0000,12.1693,8.3868,26.8357,50.0000,12.2686,26.8380,1.0000,1.0000,0.0000
16.3547,0.2814,32.4310,50.0000,50.0000,11.9632,7.8797,27.2040,50.0000,12.3676,28.9982,1.0000,1.0000,0.0000
16.3627,0.2565,31.6806,50.0000,50.0000,11.7693,7.5789,27.7925,50.0000,12.7048,32.5284,1.0000,1.0000,0.0000
16.7621,0.2469,30.9068,50.0000,50.0000,11.6985,7.1305,28.2169,50.0000,12.7285,34.3564,1.0000,1.0000,0.0000
16.8764,0.2282,30.1054,50.0000,50.0000,11.4960,6.7320,28.8482,50.0000,12.7509,37.3838,1.0000,1.0000,0.0000
17.2706,0.2170,29.2857,50.0000,50.0000,11.5022,6.4520,8.8765,50.0000,12.8100,39.5922,1.0000,1.0000,0.0000
17.2426,0.1824,28.4451,50.0000,50.0000,11.3819,6.4112,8.2195,50.0000,13.2267,46.3762,1.0000,1.0000,0.0000
17.7495,0.1754,27.5915,50.0000,50.0000,11.7584,6.4465,7.5623,13.1878,13.5412,48.4355,1.0000,1.0000,0.0000
18.2489,0.1688,26.7083,50.0000,50.0000,11.9288,6.2604,6.8761,10.9159,13.5110,49.6310,1.0000,1.0000,0.0000
18.7385,0.1625,25.7966,50.0000,50.0000,11.8100,5.8862,6.0252,9.2009,13.2311,49.9620,1.0000,1.0000,0.0000
19.2162,0.1566,24.8577,50.0000,50.0000,11.4751,5.3486,5.1318,7.6343,12.6865,49.5489,1.0000,1.0000,0.0000
18.9136,0.1252,23.9117,50.0000,50.0000,11.5586,5.5012,5.2959,7.8405,13.3217,50.0000,1.0000,1.0000,0.0000
19.2809,0.1201,22.9602,50.0000,50.0000,12.1012,5.6966,5.3500,7.7907,13.6177,50.0000,0.9000,1.0000,0.0000
19.6374,0.1153,21.9913,50.0000,50.0000,12.3811,5.6706,5.2565,7.5284,13.6070,50.0000,1.0000,1.0000,0.0000
20.1105,0.1107,21.0004,50.0000,50.0000,12.4587,5.5262,4.9307,7.0320,13.4204,50.0000,1.0000,1.0000,0.0000
20.5649,0.1062,19.9850,50.0000,50.0000,12.2459,5.1658,4.5096,6.3732,12.9576,50.0000,1.0000,1.0000,0.0000
21.0009,0.1019,18.9463,50.0000,50.0000,11.8001,4.7096,3.9630,5.5521,12.2639,49.5569,1.0000,1.0000,0.0000
20.9163,0.0918,17.8986,50.0000,50.0000,11.8444,4.6681,3.8739,5.4336,12.2871,48.9420,1.0000,1.0000,0.0000
20.8311,0.0746,16.8575,50.0000,50.0000,12.4693,5.1321,4.3284,5.9698,13.0941,49.4809,1.0000,1.0000,0.0000
21.2663,0.0709,15.8038,50.0000,50.0000,13.1357,5.4517,4.5779,6.2868,13.4159,48.6516,1.0000,1.0000,1.0000
21.6572,0.2162,14.7284,50.0000,50.0000,18.3769,6.1711,4.6414,5.7659,11.3472,37.5447,1.0000,1.0000,1.0000
21.9767,0.3622,13.6338,50.0000,50.0000,26.3431,7.0251,4.6692,5.2131,9.4922,27.9903,1.0000,1.0000,1.0000
22.1833,0.5100,12.5242,50.0000,50.0000,35.3186,8.0712,4.6148,4.6580,7.8019,21.1987,1.2000,1.0000,1.0000
22.2881,0.6605,11.4062,48.2857,50.0000,40.5790,9.4564,4.5547,4.1115,6.2260,16.1269,1.2000,1.0000,1.0000
22.2994,0.8152,10.2863,41.4706,50.0000,42.8696,11.4279,4.4010,3.5035,4.7804,11.9299,1.0000,1.0000,1.0000
21.5811,0.9755,9.1929,33.4185,50.0000,44.8503,15.7252,5.0375,3.5702,4.3089,9.4755,1.2000,1.0000,1.0000
21.1994,1.0457,8.1302,29.9781,50.0000,44.5421,17.7766,5.4284,3.6679,4.2624,8.7685,1.2000,1.0000,0.0000
21.1635,0.5943,38.4017,28.6810,48.0365,43.1347,17.9123,5.5351,3.6703,4.1890,8.4650,1.2000,1.0000,0.0000
20.8902,0.5942,37.3611,27.2425,46.0227,41.9521,18.3545,5.7316,3.7559,4.1878,8.2204,1.0000,1.0000,0.0000
19.9693,0.5919,36.3210,26.1872,44.2704,40.9381,19.0243,6.1915,4.0174,4.3694,8.2434,1.2000,1.0000,0.0000
20.0894,0.6042,35.3185,25.2214,42.7115,40.5725,20.7209,7.2431,4.6581,4.9402,8.6396,1.2000,1.0000,0.0000
20.2628,0.6026,34.3067,24.3926,41.1477,39.7840,21.5038,7.8977,5.0679,5.2315,8.8049,1.0000,1.0000,0.0000
20.4759,0.6023,33.2839,23.1441,39.3619,38.7961,21.9179,8.2826,5.2331,5.2887,8.5917,1.0000,1.0000,-1.0000
20.7805,0.4544,32.2495,25.6582,39.2367,35.6726,18.0690,7.3797,4.9870,5.3278,9.3745,1.0000,1.0000,-1.0000
21.1659,0.3075,31.1995,26.9393,38.3304,32.4176,14.7627,6.3467,4.5267,5.1364,9.9905,1.0000,1.0000,-1.0000
20.8022,0.1615,30.1309,27.5387,36.7657,29.1322,12.1846,5.4833,4.1168,4.9946,10.7406,1.0000,1.0000,-1.0000
20.8499,0.1752,29.0920,25.9529,35.5882,29.3999,13.4885,6.1966,4.5157,5.2288,10.4637,1.0000,1.0000,0.0000
21.2906,0.1784,28.0397,24.2776,34.1286,29.1966,14.3286,6.6214,4.6770,5.2403,9.9523,1.0000,1.0000,0.0000
21.7105,0.1823,26.9666,22.2565,32.3839,28.7120,14.8058,6.7584,4.5572,4.9276,9.0545,1.0000,1.0000,0.0000
21.5682,0.2142,25.8816,19.9330,30.5074,28.6062,15.9450,7.1805,4.5870,4.6919,8.1132,1.0000,1.0000,0.0000
21.6149,0.2296,24.8014,18.1795,28.9203,28.4547,17.0887,7.8379,4.7750,4.6784,7.5973,0.9000,1.0000,0.0000
21.4375,0.2558,23.7244,16.4812,27.3123,28.4136,18.4812,8.7730,5.1053,4.7221,7.1761,0.9000,1.0000,0.0000
21.6409,0.2622,22.6526,14.9496,25.7209,28.0819,19.3508,9.3952,5.2390,4.6527,6.7275,0.9000,1.0000,-1.0000
21.3023,0.1568,21.5830,15.1915,25.6351,27.4969,18.7268,9.2530,5.2379,4.7615,7.0491,0.9000,1.0000,-1.0000
21.2723,0.0386,20.5198,15.4508,25.6400,26.9542,18.0111,8.8586,5.1513,4.8245,7.3282,0.9000,1.0000,-1.0000
21.1671,-0.0225,19.4605,14.9921,25.1797,26.8645,18.2638,9.0019,5.1956,4.8592,7.2897,0.9000,1.0000,0.0000
20.9355,0.0085,18.4131,13.6499,24.0823,27.2945,19.9693,10.2329,5.6108,4.9477,6.9250,0.8000,1.0000,0.0000
20.9468,0.0172,17.3711,12.3026,22.8613,27.3311,21.0370,10.9472,5.6877,4.7648,6.3540,0.8000,1.0000,0.0000
20.3463,0.0496,16.3401,11.0246,21.4997,27.4687,22.5859,12.2207,6.0205,4.7599,5.9219,0.8000,1.0000,0.0000
20.1655,0.0731,15.3288,9.9744,20.2196,27.5319,24.0136,13.5118,6.3676,4.7486,5.5944,0.8000,1.0000,0.0000
19.8619,0.1044,14.3351,9.1805,19.0609,27.6579,25.6473,15.2600,6.9838,4.9262,5.4569,0.8000,1.0000,0.0000
19.9411,0.1158,13.3469,8.2513,17.8499,27.5823,26.7307,16.3349,7.1627,4.7898,5.0720,0.8000,1.0000,0.0000
19.2802,0.1654,12.3749,7.5831,16.4390,27.4826,28.4607,18.5071,8.0398,5.0331,4.9895,0.8000,1.0000,0.0000
19.3926,0.1797,11.4178,6.9715,15.4454,27.4532,29.6313,19.8708,8.4483,5.0265,4.7550,0.8000,1.0000,0.0000
19.0091,0.2192,10.4648,6.2973,14.0522,27.1376,30.9322,21.6462,9.0867,5.0417,4.4983,0.8000,1.0000,0.0000
18.6843,0.2574,9.5408,6.0631,13.1970,27.0967,32.4089,23.7568,10.1706,5.3880,4.5610,0.8000,1.0000,0.0000
18.7511,0.2808,8.6225,5.5741,12.2363,26.9696,33.4862,25.1872,10.6795,5.3361,4.3266,0.7000,1.0000,-1.0000
18.0897,0.5835,39.4283,5.5526,12.8607,28.1939,34.4140,25.2420,10.3292,5.1570,4.2212,0.7000,1.0000,-1.0000
